name,composer,genre,key,year,instruments,details_url,tags,catalogue_code,file_urls,raw_file_path,source_url,processed_file_path
"Songs without Words Book 2, Opus 30
(1834)
 No. 4","Mendelssohn, 
 Felix",Romanticism,b minor,,Piano,http://www.piano-midi.de/mendelssohn.htm,,,http://www.piano-midi.de/midis/mendelssohn/mendel_op30_4.mid,data/files_pianomidi/52be6ae82f866566d55ad71e14ec5d1f60509e76.mid,http://www.piano-midi.de/midis/mendelssohn/mendel_op30_4.mid,data/normalized/52be6ae82f866566d55ad71e14ec5d1f60509e76.xml
"Songs without Words Book 4, Opus 53
(1841)
 No. 5 - Folk song","Mendelssohn, 
 Felix",Romanticism,a minor,,Piano,http://www.piano-midi.de/mendelssohn.htm,,,http://www.piano-midi.de/midis/mendelssohn/mendel_op53_5.mid,data/files_pianomidi/f8dc0ef80a881a0d641f1b959d6d61ce0e9b8761.mid,http://www.piano-midi.de/midis/mendelssohn/mendel_op53_5.mid,data/normalized/f8dc0ef80a881a0d641f1b959d6d61ce0e9b8761.xml
"Songs without Words Book 5, Opus 62
(1844)
 No. 5 - Venetian Gondola Song","Mendelssohn, 
 Felix",Romanticism,a minor,,Piano,http://www.piano-midi.de/mendelssohn.htm,,,http://www.piano-midi.de/midis/mendelssohn/mendel_op62_5.mid,data/files_pianomidi/bbdfd0bfbddd5eaa6c076f9cab8a6b19616eba3f.mid,http://www.piano-midi.de/midis/mendelssohn/mendel_op62_5.mid,data/normalized/bbdfd0bfbddd5eaa6c076f9cab8a6b19616eba3f.xml
"Songs without Words Book 5, Opus 62
(1844)
 No. 4 - Morning Song","Mendelssohn, 
 Felix",Romanticism,G major,,Piano,http://www.piano-midi.de/mendelssohn.htm,,,http://www.piano-midi.de/midis/mendelssohn/mendel_op62_4.mid,data/files_pianomidi/07330e9827735b1b235874aebd80b0402fd07760.mid,http://www.piano-midi.de/midis/mendelssohn/mendel_op62_4.mid,data/normalized/07330e9827735b1b235874aebd80b0402fd07760.xml
Giselle - Pas de deux (1er Acte),A. Adam,Classical,G major, ,Piano,piece-info.cgi?id=897,, ,http://www.mutopiaproject.org/ftp/AdamA/giselle/giselle.mid,data/files_mutopia/6e355a07d5531f372a2f7fb9ac084a120c34440a.mid,http://www.mutopiaproject.org/ftp/AdamA/giselle/giselle.mid,data/normalized/6e355a07d5531f372a2f7fb9ac084a120c34440a.xml
Rumores de la Caleta,I. M. F. Albéniz,Romantic,d minor,1887,Piano,piece-info.cgi?id=898,,71,http://www.mutopiaproject.org/ftp/AlbenizIMF/O71/Rumores_de_la-caleta/Rumores_de_la-caleta.mid,data/files_mutopia/cf0e37cd297b4b030a506f1e1e2c637352dcc12d.mid,http://www.mutopiaproject.org/ftp/AlbenizIMF/O71/Rumores_de_la-caleta/Rumores_de_la-caleta.mid,data/normalized/cf0e37cd297b4b030a506f1e1e2c637352dcc12d.xml
Sonatine,J. André,Classical,C major,18th Century,Piano,piece-info.cgi?id=207,,Opus 34. I.,http://www.mutopiaproject.org/ftp/AndreJ/O34/andre-sonatine/andre-sonatine.mid,data/files_mutopia/9235e4d8f77349089d45f475fb852ab71c954de8.mid,http://www.mutopiaproject.org/ftp/AndreJ/O34/andre-sonatine/andre-sonatine.mid,data/normalized/9235e4d8f77349089d45f475fb852ab71c954de8.xml
La Native,Anonymous,Popular / Dance,D major,c1860,Piano,piece-info.cgi?id=679,, ,http://www.mutopiaproject.org/ftp/Anonymous/lanative/lanative.mid,data/files_mutopia/6ece453ca4108e48ea6e6d0fec6996441adc09b5.mid,http://www.mutopiaproject.org/ftp/Anonymous/lanative/lanative.mid,data/normalized/6ece453ca4108e48ea6e6d0fec6996441adc09b5.xml
Les Graces,Anonymous,Popular / Dance,G major,c1860,Piano,piece-info.cgi?id=680,, ,http://www.mutopiaproject.org/ftp/Anonymous/lesgraces/lesgraces.mid,data/files_mutopia/96b2c5072caf99d739a42bad844e11b6003445aa.mid,http://www.mutopiaproject.org/ftp/Anonymous/lesgraces/lesgraces.mid,data/normalized/96b2c5072caf99d739a42bad844e11b6003445aa.xml
Rondo in E-flat Major,C. P. E. Bach,Classical,f minor,18th Century,"Harpsichord,Piano",piece-info.cgi?id=177,,H.288,http://www.mutopiaproject.org/ftp/BachCPE/cpe-bach-rondo/cpe-bach-rondo.mid,data/files_mutopia/bde0c398ce976bdc4f8dabdb593ebefd695418f8.mid,http://www.mutopiaproject.org/ftp/BachCPE/cpe-bach-rondo/cpe-bach-rondo.mid,data/normalized/bde0c398ce976bdc4f8dabdb593ebefd695418f8.xml
Polonaise in F major,J. S. Bach,Baroque,F major, ,Piano,piece-info.cgi?id=1013,,BWV Anh. 117a,http://www.mutopiaproject.org/ftp/BachJS/BWV117a/BWV-117a/BWV-117a.mid,data/files_mutopia/86957eab3117ac72af21b65702fadd3fac7668e2.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV117a/BWV-117a/BWV-117a.mid,data/normalized/86957eab3117ac72af21b65702fadd3fac7668e2.xml
Aus meines Herzens Grunde (Chorale 1),J. S. Bach,Baroque,G major,1784-1787,"Harpsichord,Piano",piece-info.cgi?id=378,,BWV 269,http://www.mutopiaproject.org/ftp/BachJS/BWV269/bwv_269/bwv_269.mid,data/files_mutopia/c7431346d0708b2ee02c2830dc6ecfacb873be6c.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV269/bwv_269/bwv_269.mid,data/normalized/c7431346d0708b2ee02c2830dc6ecfacb873be6c.xml
"Ich dank dir, lieber Herre",J. S. Bach,Baroque,A major,1784-1787,"Harpsichord,Piano",piece-info.cgi?id=379,,BWV 347,http://www.mutopiaproject.org/ftp/BachJS/BWV347/bwv347/bwv347.mid,data/files_mutopia/95dc5788932d8b4dab93922879a228543069e2b6.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV347/bwv347/bwv347.mid,data/normalized/95dc5788932d8b4dab93922879a228543069e2b6.xml
"Ermuntre dich, mein schwacher Geist",J. S. Bach,Baroque,F major,1736,Piano,piece-info.cgi?id=2106,,"Schmellis Gesangbuch, No. 16",http://www.mutopiaproject.org/ftp/BachJS/BWV454/bwv_454/bwv_454.mid,data/files_mutopia/7195df96d3fa2bcdb441a018188ff6916992e51e.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV454/bwv_454/bwv_454.mid,data/normalized/7195df96d3fa2bcdb441a018188ff6916992e51e.xml
"Gott, wie gross ist deine Güte",J. S. Bach,Baroque,B- major,1736,Piano,piece-info.cgi?id=2009,,"Schmellis Gesangbuch, No. 26",http://www.mutopiaproject.org/ftp/BachJS/BWV462/bwv_462/bwv_462.mid,data/files_mutopia/c6541f31073a5c212aa377571a922ac49ad1f1ec.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV462/bwv_462/bwv_462.mid,data/normalized/c6541f31073a5c212aa377571a922ac49ad1f1ec.xml
"Chorale setting ""Gib dich zufrieden und sei stille"" in F major",J. S. Bach,Baroque,F major, ,Piano,piece-info.cgi?id=1006,,BWV 510,http://www.mutopiaproject.org/ftp/BachJS/BWV510/BWV-510/BWV-510.mid,data/files_mutopia/d648c9718c350ee9a9b298fb62194760e14d33f4.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV510/BWV-510/BWV-510.mid,data/normalized/d648c9718c350ee9a9b298fb62194760e14d33f4.xml
"Alice, Where Art Thou?",J. Ascher,Song,C# major,1890s?,Piano,piece-info.cgi?id=449,, ,http://www.mutopiaproject.org/ftp/AscherJ/biga/biga.mid,data/files_mutopia/67ca3f25108105952d7a4d21ec4556acc62bb7c4.mid,http://www.mutopiaproject.org/ftp/AscherJ/biga/biga.mid,data/normalized/67ca3f25108105952d7a4d21ec4556acc62bb7c4.xml
"Chorale setting ""Gib dich zufrieden und sei stille"" in D minor",J. S. Bach,Baroque,g minor, ,Piano,piece-info.cgi?id=1009,,BWV 511,http://www.mutopiaproject.org/ftp/BachJS/BWV511/BWV-511/BWV-511.mid,data/files_mutopia/0392d3dec2c4ee41ae00e70bcbd5d14977846595.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV511/BWV-511/BWV-511.mid,data/normalized/0392d3dec2c4ee41ae00e70bcbd5d14977846595.xml
Aria “Warum betrübst du dich”,J. S. Bach,Baroque,f minor, ,Piano,piece-info.cgi?id=1622,,BWV 516,http://www.mutopiaproject.org/ftp/BachJS/BWV516/BWV-516/BWV-516.mid,data/files_mutopia/4bb32ec6d8238495bd4e68f8f0fd0632fa86dd7e.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV516/BWV-516/BWV-516.mid,data/normalized/4bb32ec6d8238495bd4e68f8f0fd0632fa86dd7e.xml
Aria,J. S. Bach,Baroque,d minor, ,"Harpsichord,Piano,Clavichord",piece-info.cgi?id=78,,BWV 515,http://www.mutopiaproject.org/ftp/BachJS/BWV515/anna-magdalena-20a/anna-magdalena-20a.mid,data/files_mutopia/3c189b2a42a44e324865650dced912b83991550f.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV515/anna-magdalena-20a/anna-magdalena-20a.mid,data/normalized/3c189b2a42a44e324865650dced912b83991550f.xml
"Chorale setting ""Gib dich zufrieden und sei stille"" in E minor",J. S. Bach,Baroque,e minor, ,Piano,piece-info.cgi?id=1010,,BWV 512,http://www.mutopiaproject.org/ftp/BachJS/BWV512/BWV-512/BWV-512.mid,data/files_mutopia/b9bfe0722983ba29d950b30f8190c3c01267e6f3.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV512/BWV-512/BWV-512.mid,data/normalized/b9bfe0722983ba29d950b30f8190c3c01267e6f3.xml
Invention 1,J. S. Bach,Baroque,C major, ,"Harpsichord,Piano",piece-info.cgi?id=40,,BWV 772,http://www.mutopiaproject.org/ftp/BachJS/BWV772/bach-invention-01/bach-invention-01.mid,data/files_mutopia/3b0f375e5a7e2c34b790a469fcf13abecc4f4b77.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV772/bach-invention-01/bach-invention-01.mid,data/normalized/3b0f375e5a7e2c34b790a469fcf13abecc4f4b77.xml
Invention 2,J. S. Bach,Baroque,c minor, ,"Harpsichord,Piano",piece-info.cgi?id=58,,BWV 773,http://www.mutopiaproject.org/ftp/BachJS/BWV773/bach-invention-02/bach-invention-02.mid,data/files_mutopia/5c0ece9743c199a0ee735a651b2a3b0bad863404.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV773/bach-invention-02/bach-invention-02.mid,data/normalized/5c0ece9743c199a0ee735a651b2a3b0bad863404.xml
Invention 3,J. S. Bach,Baroque,D major, ,"Harpsichord,Piano",piece-info.cgi?id=70,,BWV 774,http://www.mutopiaproject.org/ftp/BachJS/BWV774/bach-invention-03/bach-invention-03.mid,data/files_mutopia/6a32fe1b96da5612561f05c3b98f121e29e19fc0.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV774/bach-invention-03/bach-invention-03.mid,data/normalized/6a32fe1b96da5612561f05c3b98f121e29e19fc0.xml
Invention 4,J. S. Bach,Baroque,d minor, ,"Harpsichord,Piano",piece-info.cgi?id=67,,BWV 775,http://www.mutopiaproject.org/ftp/BachJS/BWV775/bach-invention-04/bach-invention-04.mid,data/files_mutopia/97717acafe3e7ddb4a085432636f807bc7597581.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV775/bach-invention-04/bach-invention-04.mid,data/normalized/97717acafe3e7ddb4a085432636f807bc7597581.xml
Invention 5,J. S. Bach,Baroque,E- major, ,"Harpsichord,Piano",piece-info.cgi?id=55,,BWV 776,http://www.mutopiaproject.org/ftp/BachJS/BWV776/bach-invention-05/bach-invention-05.mid,data/files_mutopia/03e0f5ed4d6ecbfb5816399a5d791555ac97231d.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV776/bach-invention-05/bach-invention-05.mid,data/normalized/03e0f5ed4d6ecbfb5816399a5d791555ac97231d.xml
Invention 6,J. S. Bach,Baroque,E major, ,"Harpsichord,Piano",piece-info.cgi?id=159,,BWV 777,http://www.mutopiaproject.org/ftp/BachJS/BWV777/bach-invention-06/bach-invention-06.mid,data/files_mutopia/f168ac7d02608c3b532d9455d2c90a22377f35ed.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV777/bach-invention-06/bach-invention-06.mid,data/normalized/f168ac7d02608c3b532d9455d2c90a22377f35ed.xml
Invention 7,J. S. Bach,Baroque,e minor, ,"Harpsichord,Piano",piece-info.cgi?id=73,,BWV 778,http://www.mutopiaproject.org/ftp/BachJS/BWV778/bach-invention-07/bach-invention-07.mid,data/files_mutopia/434ee817d627daf6a00bab7819406a84f2e3a6b6.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV778/bach-invention-07/bach-invention-07.mid,data/normalized/434ee817d627daf6a00bab7819406a84f2e3a6b6.xml
Invention 8,J. S. Bach,Baroque,F major, ,"Harpsichord,Piano",piece-info.cgi?id=61,,BWV 779,http://www.mutopiaproject.org/ftp/BachJS/BWV779/bach-invention-08/bach-invention-08.mid,data/files_mutopia/3dc72d5abdea704c8dcb4a9c30aa23a1be2a2c10.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV779/bach-invention-08/bach-invention-08.mid,data/normalized/3dc72d5abdea704c8dcb4a9c30aa23a1be2a2c10.xml
Invention 10,J. S. Bach,Baroque,G major, ,"Harpsichord,Piano",piece-info.cgi?id=62,,BWV 781,http://www.mutopiaproject.org/ftp/BachJS/BWV781/bach-invention-10/bach-invention-10.mid,data/files_mutopia/1fd984ba1883e9902abdd8eb50e33b337d57b7d4.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV781/bach-invention-10/bach-invention-10.mid,data/normalized/1fd984ba1883e9902abdd8eb50e33b337d57b7d4.xml
Invention 9,J. S. Bach,Baroque,f minor, ,"Harpsichord,Piano",piece-info.cgi?id=171,,BWV 780,http://www.mutopiaproject.org/ftp/BachJS/BWV780/bach-invention-09/bach-invention-09.mid,data/files_mutopia/99c0849943814f1dfb32f9c40b8554d77244120e.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV780/bach-invention-09/bach-invention-09.mid,data/normalized/99c0849943814f1dfb32f9c40b8554d77244120e.xml
Invention 13,J. S. Bach,Baroque,a minor, ,"Harpsichord,Piano",piece-info.cgi?id=59,,BWV 784,http://www.mutopiaproject.org/ftp/BachJS/BWV784/bach-invention-13/bach-invention-13.mid,data/files_mutopia/f8513ddbb9f5a3edaf8bd2b959bff2219af7d40b.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV784/bach-invention-13/bach-invention-13.mid,data/normalized/f8513ddbb9f5a3edaf8bd2b959bff2219af7d40b.xml
Invention 12,J. S. Bach,Baroque,A major, ,"Harpsichord,Piano",piece-info.cgi?id=174,,BWV 783,http://www.mutopiaproject.org/ftp/BachJS/BWV783/bach-invention-12/bach-invention-12.mid,data/files_mutopia/415863525db4ed01023c78a27560bdd06a8c92c1.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV783/bach-invention-12/bach-invention-12.mid,data/normalized/415863525db4ed01023c78a27560bdd06a8c92c1.xml
Invention 11,J. S. Bach,Baroque,g minor, ,"Harpsichord,Piano",piece-info.cgi?id=71,,BWV 782,http://www.mutopiaproject.org/ftp/BachJS/BWV782/bach-invention-11/bach-invention-11.mid,data/files_mutopia/9b0ba3305530b452cf86c6f43b0f57608c6db814.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV782/bach-invention-11/bach-invention-11.mid,data/normalized/9b0ba3305530b452cf86c6f43b0f57608c6db814.xml
Invention 15,J. S. Bach,Baroque,b minor, ,"Harpsichord,Piano",piece-info.cgi?id=68,,BWV 786,http://www.mutopiaproject.org/ftp/BachJS/BWV786/bach-invention-15/bach-invention-15.mid,data/files_mutopia/501c81b049ffcca27b75ec9003fdda006903bd29.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV786/bach-invention-15/bach-invention-15.mid,data/normalized/501c81b049ffcca27b75ec9003fdda006903bd29.xml
Invention 14,J. S. Bach,Baroque,B- major, ,"Harpsichord,Piano",piece-info.cgi?id=72,,BWV 785,http://www.mutopiaproject.org/ftp/BachJS/BWV785/bach-invention-14/bach-invention-14.mid,data/files_mutopia/12fb0382be1c9c1a72ff3858ffc80078bbef8037.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV785/bach-invention-14/bach-invention-14.mid,data/normalized/12fb0382be1c9c1a72ff3858ffc80078bbef8037.xml
Sinfonia 1,J. S. Bach,Baroque,C major, ,"Harpsichord,Piano",piece-info.cgi?id=142,,BWV 787,http://www.mutopiaproject.org/ftp/BachJS/BWV787/bwv787/bwv787.mid,data/files_mutopia/845d0243dffe1c44c9d966faf76c27cb1ed613fa.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV787/bwv787/bwv787.mid,data/normalized/845d0243dffe1c44c9d966faf76c27cb1ed613fa.xml
Sinfonia 2,J. S. Bach,Baroque,c minor, ,"Harpsichord,Piano",piece-info.cgi?id=140,,BWV 788,http://www.mutopiaproject.org/ftp/BachJS/BWV788/bwv788/bwv788.mid,data/files_mutopia/36aa8b7e5167ea3bac97e1fb90e888bc5cee102e.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV788/bwv788/bwv788.mid,data/normalized/36aa8b7e5167ea3bac97e1fb90e888bc5cee102e.xml
Sinfonia 4,J. S. Bach,Baroque,d minor, ,"Harpsichord,Piano",piece-info.cgi?id=172,,BWV 790,http://www.mutopiaproject.org/ftp/BachJS/BWV790/bwv790/bwv790.mid,data/files_mutopia/5e0e2995199be953a4d407be7e06568a933b5da9.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV790/bwv790/bwv790.mid,data/normalized/5e0e2995199be953a4d407be7e06568a933b5da9.xml
Sinfonia 3,J. S. Bach,Baroque,D major, ,"Harpsichord,Piano",piece-info.cgi?id=143,,BWV 789,http://www.mutopiaproject.org/ftp/BachJS/BWV789/bwv789/bwv789.mid,data/files_mutopia/fa819cc60566e865562ffaecf97912f1162653af.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV789/bwv789/bwv789.mid,data/normalized/fa819cc60566e865562ffaecf97912f1162653af.xml
Sinfonia 5,J. S. Bach,Baroque,f minor, ,"Harpsichord,Piano",piece-info.cgi?id=204,,BWV 791,http://www.mutopiaproject.org/ftp/BachJS/BWV791/bwv791/bwv791.mid,data/files_mutopia/bc1f07411c245add3d82feb091830542a329e118.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV791/bwv791/bwv791.mid,data/normalized/bc1f07411c245add3d82feb091830542a329e118.xml
Sinfonia 7,J. S. Bach,Baroque,e minor, ,"Harpsichord,Piano",piece-info.cgi?id=175,,BWV 793,http://www.mutopiaproject.org/ftp/BachJS/BWV793/bwv793/bwv793.mid,data/files_mutopia/dc5bcaffbaac9f18ab4094827c27657f64e78cba.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV793/bwv793/bwv793.mid,data/normalized/dc5bcaffbaac9f18ab4094827c27657f64e78cba.xml
Sinfonia 8,J. S. Bach,Baroque,d minor, ,"Harpsichord,Piano",piece-info.cgi?id=176,,BWV 794,http://www.mutopiaproject.org/ftp/BachJS/BWV794/bwv794/bwv794.mid,data/files_mutopia/22f2ea44a68816529b7f5f7ea4806d278ae65fef.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV794/bwv794/bwv794.mid,data/normalized/22f2ea44a68816529b7f5f7ea4806d278ae65fef.xml
Sinfonia 6,J. S. Bach,Baroque,c# minor, ,"Harpsichord,Piano",piece-info.cgi?id=173,,BWV 792,http://www.mutopiaproject.org/ftp/BachJS/BWV792/bwv792/bwv792.mid,data/files_mutopia/546e77e420bfce1425c0309e3d327c517cd58434.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV792/bwv792/bwv792.mid,data/normalized/546e77e420bfce1425c0309e3d327c517cd58434.xml
Sinfonia 10,J. S. Bach,Baroque,G major, ,"Harpsichord,Piano",piece-info.cgi?id=205,,BWV 796,http://www.mutopiaproject.org/ftp/BachJS/BWV796/bwv796/bwv796.mid,data/files_mutopia/269f8cb20046867df551b686a015c98269325f0e.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV796/bwv796/bwv796.mid,data/normalized/269f8cb20046867df551b686a015c98269325f0e.xml
Sinfonia 9,J. S. Bach,Baroque,f minor, ,"Harpsichord,Piano",piece-info.cgi?id=199,,BWV 795,http://www.mutopiaproject.org/ftp/BachJS/BWV795/bwv795/bwv795.mid,data/files_mutopia/537688d173f52c3a7fd3371a57cdec22d5661285.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV795/bwv795/bwv795.mid,data/normalized/537688d173f52c3a7fd3371a57cdec22d5661285.xml
Sinfonia 11,J. S. Bach,Baroque,g minor, ,"Harpsichord,Piano",piece-info.cgi?id=200,,BWV 797,http://www.mutopiaproject.org/ftp/BachJS/BWV797/bwv797/bwv797.mid,data/files_mutopia/c166fd0ba51d6c853e8ede37fe862ade7b9c417a.mid,http://www.mutopiaproject.org/ftp/BachJS/BWV797/bwv797/bwv797.mid,data/normalized/c166fd0ba51d6c853e8ede37fe862ade7b9c417a.xml
