name,composer,genre,key,year,instruments,details_url,tags,catalogue_code,file_urls,raw_file_path,source_url,processed_file_path
"Petite Suite
(1885)
 Réverie","Borodin, 
 Alexander",Romanticism,C# major,,Piano,http://www.piano-midi.de/borodin.htm,,,http://www.piano-midi.de/midis/borodin/bor_ps5.mid,data/files_pianomidi/8bc6784625343472f9b16558062029c3b5126e7a.mid,http://www.piano-midi.de/midis/borodin/bor_ps5.mid,data/normalized/8bc6784625343472f9b16558062029c3b5126e7a.xml
"Petite Suite
(1885)
 Mazurka","Borodin, 
 Alexander",Romanticism,C# major,,Piano,http://www.piano-midi.de/borodin.htm,,,http://www.piano-midi.de/midis/borodin/bor_ps4.mid,data/files_pianomidi/077b3759187d2bf343da0f9fd9f5b1358e42e1d8.mid,http://www.piano-midi.de/midis/borodin/bor_ps4.mid,data/normalized/077b3759187d2bf343da0f9fd9f5b1358e42e1d8.xml
"Petite Suite
(1885)
 Serenade","Borodin, 
 Alexander",Romanticism,C# major,,Piano,http://www.piano-midi.de/borodin.htm,,,http://www.piano-midi.de/midis/borodin/bor_ps6.mid,data/files_pianomidi/90eb60e9a6b236e50d7bcbdffe07468fa5ab22a4.mid,http://www.piano-midi.de/midis/borodin/bor_ps6.mid,data/normalized/90eb60e9a6b236e50d7bcbdffe07468fa5ab22a4.xml
"The Well-Tempered Clavier Part I, BWV 846-869
(1722)
 Prelude and Fugue in C major BWV 846","Bach, 
 Johann Sebastian",Baroque,,,Piano,http://www.piano-midi.de/bach.htm,,,http://www.piano-midi.de/midis/bach/bach_846.mid,,,
"The Well-Tempered Clavier Part I, BWV 846-869
(1722)
 Prelude and Fugue in C minor BWV 847","Bach, 
 Johann Sebastian",Baroque,c minor,,Piano,http://www.piano-midi.de/bach.htm,,,http://www.piano-midi.de/midis/bach/bach_847.mid,data/files_pianomidi/1868aebcdc80b16659cee587d4b3bcce57abc5bf.mid,http://www.piano-midi.de/midis/bach/bach_847.mid,data/normalized/1868aebcdc80b16659cee587d4b3bcce57abc5bf.xml
"Petite Suite
(1885)
 Nocturne","Borodin, 
 Alexander",Romanticism,F# major,,Piano,http://www.piano-midi.de/borodin.htm,,,http://www.piano-midi.de/midis/borodin/bor_ps7.mid,data/files_pianomidi/b859b662432b8069416055e91d11e5f251ab7aa8.mid,http://www.piano-midi.de/midis/borodin/bor_ps7.mid,data/normalized/b859b662432b8069416055e91d11e5f251ab7aa8.xml
"Etudes, Opus 109 The Fountain","Burgmueller, 
 Friedrich",Romanticism,G major,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_quelle.mid,data/files_pianomidi/1e3c7f2a856dfd9e3e4d9163f5742eda152b1713.mid,http://www.piano-midi.de/midis/burgmueller/burg_quelle.mid,data/normalized/1e3c7f2a856dfd9e3e4d9163f5742eda152b1713.xml
"Sonata No. 5 C minor, Opus 10/1
(1798)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,c minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus10_1.mid,data/files_pianomidi/d268d8eb1fb972c4fd0f493b05e0d4fd5b94fa28.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus10_1.mid,data/normalized/d268d8eb1fb972c4fd0f493b05e0d4fd5b94fa28.xml
"Sonata No. 5 C minor, Opus 10/1
(1798)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,A- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus10_2.mid,data/files_pianomidi/e776d4d76a2afac528517e6dc8e35c2e3aef0f96.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus10_2.mid,data/normalized/e776d4d76a2afac528517e6dc8e35c2e3aef0f96.xml
"Etudes, Opus 109 Velocity","Burgmueller, 
 Friedrich",Romanticism,C major,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_geschwindigkeit.mid,data/files_pianomidi/899002a129bdc74f54f209c5c3127f01dffaced1.mid,http://www.piano-midi.de/midis/burgmueller/burg_geschwindigkeit.mid,data/normalized/899002a129bdc74f54f209c5c3127f01dffaced1.xml
"Etudes, Opus 109 The pearls","Burgmueller, 
 Friedrich",Romanticism,,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_perlen.mid,,,
"Etudes, Opus 109 Agitato","Burgmueller, 
 Friedrich",Romanticism,e minor,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_agitato.mid,data/files_pianomidi/002847b55039931e420a45d698a667fc46ce33f7.mid,http://www.piano-midi.de/midis/burgmueller/burg_agitato.mid,data/normalized/002847b55039931e420a45d698a667fc46ce33f7.xml
"The Well-Tempered Clavier Part I, BWV 846-869
(1722)
 Prelude and Fugue in D major BWV 850","Bach, 
 Johann Sebastian",Baroque,D major,,Piano,http://www.piano-midi.de/bach.htm,,,http://www.piano-midi.de/midis/bach/bach_850.mid,data/files_pianomidi/079a261b9b64c2c455c2594f2509ee6f77c5278a.mid,http://www.piano-midi.de/midis/bach/bach_850.mid,data/normalized/079a261b9b64c2c455c2594f2509ee6f77c5278a.xml
"Sonata No. 5 C minor, Opus 10/1
(1798)
 3. Movement","Beethoven, 
 Ludwig van",Classicism,c minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus10_3.mid,data/files_pianomidi/6f111f9b88d4c0fa50209c8fb30a12c6638262f6.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus10_3.mid,data/normalized/6f111f9b88d4c0fa50209c8fb30a12c6638262f6.xml
"Sonata No. 8 C minor
(Pathetique)
, Opus 13
(1799)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,c minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/pathetique_1.mid,data/files_pianomidi/d823e8c9c998091b2646675033de6b9e13870996.mid,http://www.piano-midi.de/midis/beethoven/pathetique_1.mid,data/normalized/d823e8c9c998091b2646675033de6b9e13870996.xml
"Etudes, Opus 109 Awaking in the woods","Burgmueller, 
 Friedrich",Romanticism,F major,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_erwachen.mid,data/files_pianomidi/9517de9ae5ac5d748d424d141993235d04d2d926.mid,http://www.piano-midi.de/midis/burgmueller/burg_erwachen.mid,data/normalized/9517de9ae5ac5d748d424d141993235d04d2d926.xml
"Etudes, Opus 109 The sylphs","Burgmueller, 
 Friedrich",Romanticism,g minor,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_sylphen.mid,data/files_pianomidi/ff9163c0d89e273b594a905c75a017bdec74b167.mid,http://www.piano-midi.de/midis/burgmueller/burg_sylphen.mid,data/normalized/ff9163c0d89e273b594a905c75a017bdec74b167.xml
"Etudes, Opus 109 Spinning Song","Burgmueller, 
 Friedrich",Romanticism,D major,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_spinnerlied.mid,data/files_pianomidi/71435bf68ec2d7ac26f48f977497d213aefe961f.mid,http://www.piano-midi.de/midis/burgmueller/burg_spinnerlied.mid,data/normalized/71435bf68ec2d7ac26f48f977497d213aefe961f.xml
"Etudes, Opus 109 Thunderstorm","Burgmueller, 
 Friedrich",Romanticism,d minor,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_gewitter.mid,data/files_pianomidi/0bc42060c7717d778e8034f237bcf0b825f96d85.mid,http://www.piano-midi.de/midis/burgmueller/burg_gewitter.mid,data/normalized/0bc42060c7717d778e8034f237bcf0b825f96d85.xml
"Etudes, Opus 109 Separation","Burgmueller, 
 Friedrich",Romanticism,E- major,,Piano,http://www.piano-midi.de/burgm.htm,,,http://www.piano-midi.de/midis/burgmueller/burg_trennung.mid,data/files_pianomidi/d623559cf03529992122f07dd70bf82994f8b798.mid,http://www.piano-midi.de/midis/burgmueller/burg_trennung.mid,data/normalized/d623559cf03529992122f07dd70bf82994f8b798.xml
"5 Mazurkas, Opus 7
(1831)
 No. 1","Chopin, 
 Frédéric",Romanticism,B- major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op7_1.mid,data/files_pianomidi/b6ab0e7587adc3046e42a55d29c68ac1bc8999d8.mid,http://www.piano-midi.de/midis/chopin/chpn_op7_1.mid,data/normalized/b6ab0e7587adc3046e42a55d29c68ac1bc8999d8.xml
"Islamej
(Oriental fantasia)

(1869)
 Islamej","Balakirew, 
 Mili Alexejewitsch",Romanticism,F# major,,Piano,http://www.piano-midi.de/balak.htm,,,http://www.piano-midi.de/midis/balakirew/islamei.mid,data/files_pianomidi/2faf55de29b21320b38ded773890366e2584ec46.mid,http://www.piano-midi.de/midis/balakirew/islamei.mid,data/normalized/2faf55de29b21320b38ded773890366e2584ec46.xml
"5 Mazurkas, Opus 7
(1831)
 No. 2","Chopin, 
 Frédéric",Romanticism,a minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op7_2.mid,data/files_pianomidi/6b4927575e402825b05f9b397cd90c4d3aeeba98.mid,http://www.piano-midi.de/midis/chopin/chpn_op7_2.mid,data/normalized/6b4927575e402825b05f9b397cd90c4d3aeeba98.xml
"Etudes, Opus 10
(1832)
 No. 1","Chopin, 
 Frédéric",Romanticism,,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op10_e01.mid,,,
"Sonata No. 11 Bb major, Opus 22
(1800)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,B- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus22_1.mid,data/files_pianomidi/10a9f684cff7a4b47bc3e075e1396e784a830775.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus22_1.mid,data/normalized/10a9f684cff7a4b47bc3e075e1396e784a830775.xml
"Sonata No. 14 C# minor
(Moonlight)
, Opus 27/2
(1801)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,c# minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/mond_1.mid,data/files_pianomidi/19a804340701297d68c4d974e98970580283a275.mid,http://www.piano-midi.de/midis/beethoven/mond_1.mid,data/normalized/19a804340701297d68c4d974e98970580283a275.xml
"Sonata No. 11 Bb major, Opus 22
(1800)
 3. Movement","Beethoven, 
 Ludwig van",Classicism,B- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus22_3.mid,data/files_pianomidi/420856147318ab015762ac5e4b488519f208d156.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus22_3.mid,data/normalized/420856147318ab015762ac5e4b488519f208d156.xml
"Sonata No. 8 C minor
(Pathetique)
, Opus 13
(1799)
 3. Movement","Beethoven, 
 Ludwig van",Classicism,c minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/pathetique_3.mid,data/files_pianomidi/fbdc0212e6484270cdb3a0dd848740e6e097d5f9.mid,http://www.piano-midi.de/midis/beethoven/pathetique_3.mid,data/normalized/fbdc0212e6484270cdb3a0dd848740e6e097d5f9.xml
"Sonata No. 8 C minor
(Pathetique)
, Opus 13
(1799)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,A- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/pathetique_2.mid,data/files_pianomidi/254f107897efc490c002ec20c1f11b438955af20.mid,http://www.piano-midi.de/midis/beethoven/pathetique_2.mid,data/normalized/254f107897efc490c002ec20c1f11b438955af20.xml
"Sonata No. 11 Bb major, Opus 22
(1800)
 4. Movement","Beethoven, 
 Ludwig van",Classicism,B- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus22_4.mid,data/files_pianomidi/93fa9aa48753a61da8a80fde08a480efbcfd9e64.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus22_4.mid,data/normalized/93fa9aa48753a61da8a80fde08a480efbcfd9e64.xml
"Sonata No. 11 Bb major, Opus 22
(1800)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,E- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus22_2.mid,data/files_pianomidi/9c7056f8d39ba0a9d61c54fc01b701bc7aa9a24c.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus22_2.mid,data/normalized/9c7056f8d39ba0a9d61c54fc01b701bc7aa9a24c.xml
"Sonata No. 14 C# minor
(Moonlight)
, Opus 27/2
(1801)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,C# major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/mond_2.mid,data/files_pianomidi/e81c33d7a365b3535dc403c1532f4d69df835eb6.mid,http://www.piano-midi.de/midis/beethoven/mond_2.mid,data/normalized/e81c33d7a365b3535dc403c1532f4d69df835eb6.xml
"Etudes, Opus 10
(1832)
 No. 5 - Black Key","Chopin, 
 Frédéric",Romanticism,F# major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op10_e05.mid,data/files_pianomidi/2161d3f17e74c82e9c64ac7f5681edbcf0876dc2.mid,http://www.piano-midi.de/midis/chopin/chpn_op10_e05.mid,data/normalized/2161d3f17e74c82e9c64ac7f5681edbcf0876dc2.xml
"Etudes, Opus 10
(1832)
 No. 12 - Revolutionary","Chopin, 
 Frédéric",Romanticism,c minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op10_e12.mid,data/files_pianomidi/80de28d4b246c89b1aa05307f83cb11e0182a6ca.mid,http://www.piano-midi.de/midis/chopin/chpn_op10_e12.mid,data/normalized/80de28d4b246c89b1aa05307f83cb11e0182a6ca.xml
"Grande Valse Brillante, Opus 18
(1831)
 Grande Valse Brillante","Chopin, 
 Frédéric",Romanticism,A- major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chp_op18.mid,data/files_pianomidi/3138d62282e57b732b1beb8020e5a80da1183471.mid,http://www.piano-midi.de/midis/chopin/chp_op18.mid,data/normalized/3138d62282e57b732b1beb8020e5a80da1183471.xml
"Ballade G minor, Opus 23
(1835)
 Ballade","Chopin, 
 Frédéric",Romanticism,g minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op23.mid,data/files_pianomidi/33aa6d0e4a9e6f616781afe12a048f2021d33bd8.mid,http://www.piano-midi.de/midis/chopin/chpn_op23.mid,data/normalized/33aa6d0e4a9e6f616781afe12a048f2021d33bd8.xml
"Sonata No. 14 C# minor
(Moonlight)
, Opus 27/2
(1801)
 3. Movement","Beethoven, 
 Ludwig van",Classicism,c# minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/mond_3.mid,data/files_pianomidi/4432c640e29e44fbf450dc0454897257b23adbe9.mid,http://www.piano-midi.de/midis/beethoven/mond_3.mid,data/normalized/4432c640e29e44fbf450dc0454897257b23adbe9.xml
"Etudes, Opus 25
(1836)
 No. 1 - Harp etude","Chopin, 
 Frédéric",Romanticism,A- major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op25_e1.mid,data/files_pianomidi/445462f6e86f1b94049a7f47e60fbe08b3dd5f1c.mid,http://www.piano-midi.de/midis/chopin/chpn_op25_e1.mid,data/normalized/445462f6e86f1b94049a7f47e60fbe08b3dd5f1c.xml
"Etudes, Opus 25
(1836)
 No. 2","Chopin, 
 Frédéric",Romanticism,f minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op25_e2.mid,data/files_pianomidi/eb328797fd3e9277226e596b1e84ba6992034981.mid,http://www.piano-midi.de/midis/chopin/chpn_op25_e2.mid,data/normalized/eb328797fd3e9277226e596b1e84ba6992034981.xml
"Etudes, Opus 25
(1836)
 No. 3","Chopin, 
 Frédéric",Romanticism,F major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op25_e3.mid,data/files_pianomidi/7909a7f8b606bc019a1fd209c398e0a8fbf989a8.mid,http://www.piano-midi.de/midis/chopin/chpn_op25_e3.mid,data/normalized/7909a7f8b606bc019a1fd209c398e0a8fbf989a8.xml
"Sonata No. 21 C major
(Waldstein)
, Opus 53
(1804)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,C major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/waldstein_2.mid,data/files_pianomidi/64a1b2f7fcf5ee7dab95adb2322b1711dba1152c.mid,http://www.piano-midi.de/midis/beethoven/waldstein_2.mid,data/normalized/64a1b2f7fcf5ee7dab95adb2322b1711dba1152c.xml
"Sonata No. 21 C major
(Waldstein)
, Opus 53
(1804)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,a minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/waldstein_1.mid,data/files_pianomidi/f56789ba43c82708287faf76a5b338571da7af64.mid,http://www.piano-midi.de/midis/beethoven/waldstein_1.mid,data/normalized/f56789ba43c82708287faf76a5b338571da7af64.xml
"Sonata No. 21 C major
(Waldstein)
, Opus 53
(1804)
 3. Movement","Beethoven, 
 Ludwig van",Classicism,C major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/waldstein_3.mid,data/files_pianomidi/af7b096ec9ec1dfddd65a5e5cc0c1f095d1a8583.mid,http://www.piano-midi.de/midis/beethoven/waldstein_3.mid,data/normalized/af7b096ec9ec1dfddd65a5e5cc0c1f095d1a8583.xml
"Sonata No. 23 F minor
(Appassionata)
, Opus 57
(1804)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,C# major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/appass_2.mid,data/files_pianomidi/e713fe2591cbbba9edaee87663d8b34c51200205.mid,http://www.piano-midi.de/midis/beethoven/appass_2.mid,data/normalized/e713fe2591cbbba9edaee87663d8b34c51200205.xml
"Sonata No. 23 F minor
(Appassionata)
, Opus 57
(1804)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,f minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/appass_1.mid,data/files_pianomidi/d9c608f322fff4bfbb1d7d657b1a0bf53267df3a.mid,http://www.piano-midi.de/midis/beethoven/appass_1.mid,data/normalized/d9c608f322fff4bfbb1d7d657b1a0bf53267df3a.xml
"Sonata No. 26 Eb major
(Les Adieux)
, Opus 81a
(1809)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,E- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_1.mid,data/files_pianomidi/f5d4e1bd23edbcceecac637c705c7ec05b8f7b09.mid,http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_1.mid,data/normalized/f5d4e1bd23edbcceecac637c705c7ec05b8f7b09.xml
"Etudes, Opus 25
(1836)
 No. 4","Chopin, 
 Frédéric",Romanticism,a minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op25_e4.mid,data/files_pianomidi/fcaa3643c2759df4ee8fe0e8298dc5360ae924c3.mid,http://www.piano-midi.de/midis/chopin/chpn_op25_e4.mid,data/normalized/fcaa3643c2759df4ee8fe0e8298dc5360ae924c3.xml
"2 Nocturnes, Opus 27
(1835)
 No. 1","Chopin, 
 Frédéric",Romanticism,c# minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op27_1.mid,data/files_pianomidi/5ee8227da2498ec02d562bf93464c2f0429da975.mid,http://www.piano-midi.de/midis/chopin/chpn_op27_1.mid,data/normalized/5ee8227da2498ec02d562bf93464c2f0429da975.xml
"Sonata No. 23 F minor
(Appassionata)
, Opus 57
(1804)
 3. Movement","Beethoven, 
 Ludwig van",Classicism,f minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/appass_3.mid,data/files_pianomidi/6d6577f870538e61c4e941903fe15108f9f19ca1.mid,http://www.piano-midi.de/midis/beethoven/appass_3.mid,data/normalized/6d6577f870538e61c4e941903fe15108f9f19ca1.xml
"Etudes, Opus 25
(1836)
 No. 11 - Winter Wind","Chopin, 
 Frédéric",Romanticism,a minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op25_e11.mid,data/files_pianomidi/a34efc584c2b812798b7adb531d6ab49a24fe363.mid,http://www.piano-midi.de/midis/chopin/chpn_op25_e11.mid,data/normalized/a34efc584c2b812798b7adb531d6ab49a24fe363.xml
"Préludes, Opus 28
(1838)
 No. 1","Chopin, 
 Frédéric",Romanticism,C major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p1.mid,data/files_pianomidi/df2555984e0b0ae3c18259591f70011d472780ff.mid,http://www.piano-midi.de/midis/chopin/chpn-p1.mid,data/normalized/df2555984e0b0ae3c18259591f70011d472780ff.xml
"2 Nocturnes, Opus 27
(1835)
 No. 2","Chopin, 
 Frédéric",Romanticism,C# major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op27_2.mid,data/files_pianomidi/857bab6577bc523803c99055ad9fef817e9c8664.mid,http://www.piano-midi.de/midis/chopin/chpn_op27_2.mid,data/normalized/857bab6577bc523803c99055ad9fef817e9c8664.xml
"Etudes, Opus 25
(1836)
 No. 12","Chopin, 
 Frédéric",Romanticism,c minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn_op25_e12.mid,data/files_pianomidi/437244154337a9d39b33c5e0495a8042e6715904.mid,http://www.piano-midi.de/midis/chopin/chpn_op25_e12.mid,data/normalized/437244154337a9d39b33c5e0495a8042e6715904.xml
"Sonata No. 27 E minor, Opus 90
(1814)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,e minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus90_1.mid,data/files_pianomidi/3804ddb9a8514619bea02e54daf3430a23cabf9f.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus90_1.mid,data/normalized/3804ddb9a8514619bea02e54daf3430a23cabf9f.xml
"For Elise
(1810)
 For Elise","Beethoven, 
 Ludwig van",Classicism,a minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/elise.mid,data/files_pianomidi/cbc47cc3b58797a3cf5b57a807672c273a801e9c.mid,http://www.piano-midi.de/midis/beethoven/elise.mid,data/normalized/cbc47cc3b58797a3cf5b57a807672c273a801e9c.xml
"Sonata No. 26 Eb major
(Les Adieux)
, Opus 81a
(1809)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,c minor,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_2.mid,data/files_pianomidi/ec514722624988c26570c8667f969c0420b29ee8.mid,http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_2.mid,data/normalized/ec514722624988c26570c8667f969c0420b29ee8.xml
"Sonata No. 29 Bb major
(Hammerklavier)
, Opus 106
(1818)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,B- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_2.mid,data/files_pianomidi/7f6e4d8ce2fdac6d4734161fc99305626f0d835a.mid,http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_2.mid,data/normalized/7f6e4d8ce2fdac6d4734161fc99305626f0d835a.xml
"Sonata No. 26 Eb major
(Les Adieux)
, Opus 81a
(1809)
 3. Movement","Beethoven, 
 Ludwig van",Classicism,E- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_3.mid,data/files_pianomidi/6f87e4839858043998d3c494963b6221bd539d47.mid,http://www.piano-midi.de/midis/beethoven/beethoven_les_adieux_3.mid,data/normalized/6f87e4839858043998d3c494963b6221bd539d47.xml
"Sonata No. 27 E minor, Opus 90
(1814)
 2. Movement","Beethoven, 
 Ludwig van",Classicism,E major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_opus90_2.mid,data/files_pianomidi/6287102b675e0183e79ce99b8ec07425ae04cb87.mid,http://www.piano-midi.de/midis/beethoven/beethoven_opus90_2.mid,data/normalized/6287102b675e0183e79ce99b8ec07425ae04cb87.xml
"Préludes, Opus 28
(1838)
 No. 2","Chopin, 
 Frédéric",Romanticism,a minor,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p2.mid,data/files_pianomidi/3e36cd74496573f3044341ac1c154ca12d77d253.mid,http://www.piano-midi.de/midis/chopin/chpn-p2.mid,data/normalized/3e36cd74496573f3044341ac1c154ca12d77d253.xml
"Sonata No. 29 Bb major
(Hammerklavier)
, Opus 106
(1818)
 1. Movement","Beethoven, 
 Ludwig van",Classicism,B- major,,Piano,http://www.piano-midi.de/beeth.htm,,,http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_1.mid,data/files_pianomidi/9d113738d78eae52c4c4fbb88c17b30cc35bcca2.mid,http://www.piano-midi.de/midis/beethoven/beethoven_hammerklavier_1.mid,data/normalized/9d113738d78eae52c4c4fbb88c17b30cc35bcca2.xml
"Préludes, Opus 28
(1838)
 No. 3","Chopin, 
 Frédéric",Romanticism,G major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p3.mid,data/files_pianomidi/2372c974ea03095ed2208abe3458ec46f5dd9a65.mid,http://www.piano-midi.de/midis/chopin/chpn-p3.mid,data/normalized/2372c974ea03095ed2208abe3458ec46f5dd9a65.xml
"Préludes, Opus 28
(1838)
 No. 5","Chopin, 
 Frédéric",Romanticism,D major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p5.mid,data/files_pianomidi/34971d7978d724947f4ce653626ac1e206eec75f.mid,http://www.piano-midi.de/midis/chopin/chpn-p5.mid,data/normalized/34971d7978d724947f4ce653626ac1e206eec75f.xml
"Préludes, Opus 28
(1838)
 No. 7","Chopin, 
 Frédéric",Romanticism,A major,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p7.mid,data/files_pianomidi/32e1364aaeab65f53602f4ff48a7aa1c56d2a211.mid,http://www.piano-midi.de/midis/chopin/chpn-p7.mid,data/normalized/32e1364aaeab65f53602f4ff48a7aa1c56d2a211.xml
"Préludes, Opus 28
(1838)
 No. 4","Chopin, 
 Frédéric",Romanticism,,,Piano,http://www.piano-midi.de/chopin.htm,,,http://www.piano-midi.de/midis/chopin/chpn-p4.mid,,,
